OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OBJECTID_1,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUDY_ID,HPMS,FLOW_COUNT,Shape,Shape_Length
158,86950030,N,11911,MONTLAKE BLVD NE,152,"MONTLAKE BLVD NE, N/O NE PACIFIC PL",2014,11911,48400,315964,,Y,"(47.648997404000056, -122.30459125899995)",3751.859475
294,50650220,N,8766,ALASKAN WY VI NB & SB,,WSDOT data,2014,8766,47000,,,,"(47.57170557200004, -122.33923779699995)",8971.327423
300,,N,8924,AURORA AVE N,,WSDOT data,2014,8924,47000,,,,"(47.65398171500004, -122.34725624299995)",3743.921549
296,53650010,N,9080,BATTERY ST TUNNEL NB & SB,,WSDOT data,2014,9080,43000,,,,"(47.61402707700006, -122.34775449899996)",2041.684602
301,,N,8936,AURORA AVE N,,WSDOT data,2014,8936,42000,,,,"(47.66424557300007, -122.34725489199997)",3557.367733
256,97810020,N,490543,SR99 FY,246,"WEST MARGINAL NB & SB WAY S, SE/O CLOVERDALE ST ON RP",2014,490543,41600,316674,,Y,"(47.534199596000065, -122.33216467699998)",6145.461645
87,80150280,N,11166,LAKE CITY WAY NE,138,"LAKE CITY WAY NE, SW/O NE 115TH ST",2014,11166,41500,315962,,Y,"(47.70419933100004, -122.30161245299996)",2944.375136
281,80150170,N,11159,LAKE CITY WAY NE,272,"LAKE CITY WAY NE, NE/O NE 95TH ST",2014,11159,41300,315671,,Y,"(47.68536609200004, -122.31501728299997)",8009.318475
5,80150420,N,11190,LAKE CITY WAY NE,273,"LAKE CITY WAY NE, S/O NE 145TH ST",2014,11190,40900,316269,,Y,"(47.712044252000055, -122.29951197399998)",8237.294172
49,5750060,N,2188,15TH AVE W,27,"15TH AVE W, N/O W ARMORY WAY",2014,2188,40900,316487,,Y,"(47.63349905000007, -122.37619535299996)",7640.763521
180,156300030,N,19710,S COLUMBIAN WAY,210,"S COLUMBIAN EB&WB WAY, NW/O 14TH AVE S",2014,19710,39500,315292,Y,Y,"(47.571577664000074, -122.32898895899996)",4140.240295
94,132850275,N,288753,NE 45TH ST,173,"NE 45TH ST, W/O NE 45TH PL",2014,288753,38000,316400,,Y,"(47.658981683000036, -122.30113876099995)",2427.541809
169,93450260,N,12364,RAINIER AVE S,200,"RAINIER AVE S, NW/O S MCCLELLAN ST",2014,12364,36600,315990,,Y,"(47.59216265800006, -122.30869003499998)",5670.942206
303,,N,8957,AURORA AVE N,,WSDOT data,2014,8957,35000,,,,"(47.67398013300004, -122.34724560899997)",4857.018581
18,52501190,N,9001,AURORA AVE N,82,"AURORA AVE N, S/O N 145TH ST",2014,9001,34900,316698,,Y,"(47.710076694000065, -122.34477676699998)",8773.646131
98,31500060,N,6232,4TH AVE S,60,"4TH AVE S, S/O SEATTLE BLVD S",2014,6232,34900,315085,Y,Y,"(47.59648601400005, -122.32904621999995)",9143.612029
185,165650100,N,20848,S MICHIGAN ST,220,"S MICHIGAN ST, E/O 6TH AVE S",2014,20848,34600,315300,Y,Y,"(47.54320179800004, -122.33399432999994)",3586.29351
124,63450045,B,10000,DENNY WAY,270,"DENNY WAY, W/O 2ND AVE",2014,10000,34100,315553,,Y,"(47.61859203600005, -122.35283934999995)",1115.205645
233,68750010,N,10563,FREMONT BR,125,"FREMONT BR, N/O POINT A",2014,10563,33900,315166,,Y,"(47.64614702700004, -122.34974100999995)",1563.835202
245,52501010,N,8988,AURORA AVE N,81,"AURORA AVE N, S/O N 112TH ST",2014,8988,33500,316436,,Y,"(47.68694220500004, -122.34450322999999)",8438.973688
162,132850100,N,16847,NE 45TH ST,174,"NE 45TH ST, W/O ROOSEVELT WAY NE",2014,16847,33300,315205,Y,Y,"(47.66132822800006, -122.32215961099996)",2520.90984
119,93450300,N,12368,RAINIER AVE S,202,"RAINIER AVE S, SE/O M L KING JR WAY S",2014,12368,32500,315286,Y,Y,"(47.57835004300006, -122.29815071399997)",5858.371399
202,104400090,N,13540,WESTLAKE AVE N,255,"WESTLAKE AVE N, S/O HIGHLAND DR",2014,13540,31900,315330,Y,Y,"(47.62579577000008, -122.33863455)",8936.625931
288,101600170,N,13267,VALLEY ST,,,,13267,31900,2013,,,"(47.62579577000008, -122.33863455)",2369.016017
195,93450010,N,12340,RAINIER AVE S,201,"RAINIER AVE S, SE/O BOREN AVE S",2014,12340,31700,316489,,Y,"(47.599210087000074, -122.31413725499999)",2902.009391
252,82930910,N,489661,M L KING JR WAY S,143,"M L KING JR ER & WR WAY S, S/O S NORFOLK ST",2014,489661,31700,315908,,Y,"(47.50884352400004, -122.27822332499994)",5307.433892
66,89550010,N,12052,OLSON PL SW,194,"OLSON PL SW, SW/O 1ST AVE S",2014,12052,31100,315280,Y,Y,"(47.522322333000034, -122.33484135399999)",2293.665217
306,,N,16678,N 145TH ST,,,2014,16678,31000,,,,"(47.734096168000065, -122.32890937499997)",1308.74069
311,,N,16681,NE 145TH ST,,WSDOT data,2014,16681,31000,,,,"(47.73405298200004, -122.32348350199999)",2641.910226
60,5600260,N,2117,15TH AVE NW,26,"15TH AVE NW, S/O NW 80TH ST",2014,2117,30300,316241,,Y,"(47.668666908000034, -122.376214474)",8046.17744
272,76650010,R,490110,JAMES ST ON RAMP SB,68,"6TH AV ON RP, SE/O 6TH AVE",2014,490110,30100,313312,,Y,"(47.601969170000075, -122.32558870799994)",644.8823263
213,97770020,N,10993,SR 522,18,"SR522, SW/O 12TH AVE NE",2014,10993,29900,315302,Y,,"(47.682558276000066, -122.31792862499998)",1298.293271
221,139300040,N,18013,NE NORTHGATE WAY,185,"NE NORTHGATE WAY, E/O 5TH AVE NE",2014,18013,29600,315218,Y,Y,"(47.70863703600003, -122.32992812699996)",2973.231959
159,63450135,B,10007,DENNY WAY,105,"DENNY WAY, W/O 6TH AVE",2014,10007,29400,315126,Y,Y,"(47.61859203600005, -122.35283934999995)",2574.221295
308,,N,16685,NE 145TH ST,,WSDOT data,2014,16685,29000,,,,"(47.73397102700005, -122.31278107599996)",670.1526141
224,83000140,B,11592,MADISON ST,148,"MADISON ST, NE/O BOREN AVE",2014,11592,28800,316568,,Y,"(47.60933797300004, -122.32513907699996)",1269.957272
129,81500030,N,11336,LEARY WAY NW,140,"LEARY WAY NW, NW/O 3RD AVE NW",2014,11336,28600,315176,Y,Y,"(47.65043101700007, -122.34983490399998)",5713.530605
113,101100010,N,13189,UNIVERSITY BR,242,"UNIVERSITY BR, SW/O POINT A",2014,13189,28500,316280,,Y,"(47.65173327200006, -122.32115167299997)",2568.768099
309,,N,16686,NE 145TH ST,,WSDOT data,2014,16686,28000,,,,"(47.733933293000064, -122.31005837999999)",3009.816599
37,71050670,N,10775,GREENWOOD AVE N,127,"GREENWOOD AVE N, N/O N 107TH ST",2014,10775,27800,315168,Y,Y,"(47.70508354100008, -122.35545274599997)",5295.660583
223,73600060,N,10940,HOLMAN RD NW,131,"HOLMAN RD NW, NE/O 13TH E AVE NW",2014,10940,27700,316591,,Y,"(47.69060910800005, -122.37680612099996)",7786.593395
44,61150160,N,9832,CORSON AVE S,98,"CORSON AVE S, N/O S MICHIGAN ST",2014,9832,27600,315102,Y,Y,"(47.55226298000008, -122.31929088799995)",1873.987872
134,93450450,N,12383,RAINIER AVE S,198,"RAINIER AVE S, N/O S ALASKA ST",2014,12383,27300,315992,,Y,"(47.56409503800006, -122.28818594699999)",1260.714292
196,151300110,N,19223,NW MARKET ST,275,"NW MARKET ST, W/O 8TH AVE NW",2014,19223,27000,315278,,Y,"(47.668650650000075, -122.36220391299997)",6251.592449
248,31500050,N,6230,4TH AVE S,59,"4TH AVE S, S/O 2ND AV ET S",2014,6230,27000,315083,Y,Y,"(47.59919689000003, -122.32896751399994)",989.4124651
258,31500050,Y,6230,4TH AVE S,59,"4TH AVE S, S/O 2ND AV ET S",2014,6230,27000,315083,Y,Y,"(47.60178556900007, -122.32894644599997)",932.0173802
307,,N,16695,NE 145TH ST,,WSDOT data,2014,16695,27000,,,,"(47.733801277000055, -122.29782915299995)",321.3103205
313,,N,16863,NE 45TH ST,,WSDOT data,2014,16863,27000,,,,"(47.661187307000034, -122.29237521299996)",1664.273683
244,52500700,N,8957,AURORA AVE N,83,"AURORA AVE N, S/O N 80TH ST",2014,8957,26800,316694,,Y,"(47.65135136100008, -122.34731411199999)",13102.21699
199,139500170,N,18047,NE PACIFIC ST,188,"NE PACIFIC ST, NW/O NE PACIFIC PL",2014,18047,26700,316475,,Y,"(47.65297596400006, -122.31246414399999)",1488.547356
147,133200020,N,15656,NE 50TH ST,164,"N 50TH ST, W/O 1ST AVE NE",2014,15656,25700,315197,Y,Y,"(47.66503444600005, -122.34020747199997)",4488.895043
240,83030670,N,486569,M L KING JR WAY S NB & SB,144,"M L KING JR ER & WR WAY S, SE/O S HOLLY ST",2014,486569,25500,316495,,Y,"(47.54245258000003, -122.28370215499996)",7186.562463
108,125000070,N,15954,N 85TH ST,168,"N 85TH ST, W/O LINDEN AVE N",2014,15954,25300,315201,Y,Y,"(47.690562587000045, -122.34452192099997)",5288.15232
99,173050020,N,21691,SW ADMIRAL WAY,233,"SW ADMIRAL WAY, SE/O SW CITY VIEW ST",2014,21691,25000,315316,,Y,"(47.572083992000046, -122.37199326999996)",5797.163723
160,132850170,N,16854,NE 45TH ST,172,"NE 45TH ST, E/O 16TH AVE NE",2014,16854,24900,315914,,Y,"(47.661261953000064, -122.31199330999999)",3377.298855
91,125000140,N,15962,N 85TH ST,274,"N 85TH ST, W/O ASHWORTH AVE N",2014,15962,24500,315199,,Y,"(47.68507268700006, -122.32292811299999)",6273.092717
310,,N,16698,NE 145TH ST,,WSDOT data,,16698,24000,,,,"(47.73379145300004, -122.29652352799997)",1004.044169
286,300200,N,1211,1ST AVE S,32,"1ST AVE S, S/O S HORTON ST",2014,1211,23800,315984,,Y,"(47.592395717000045, -122.33419450499997)",7546.902885
262,27200140,N,5452,35TH AVE SW,52,"35TH AVE SW, S/O SW ALASKA ST",2014,5452,23600,315079,Y,Y,"(47.56407659800004, -122.37618931699996)",7074.601164
107,118650070,N,15160,N 130TH ST,158,"N 130TH ST, W/O LINDEN AVE N",2014,15160,23500,315184,Y,Y,"(47.72323366900008, -122.35554671099999)",2601.585352
127,112750115,N,14348,E MADISON ST,271,"E MADISON ST, SW/O 17TH AVE",2014,14348,23500,315581,,Y,"(47.61116907600007, -122.32076019899995)",5371.130888
140,121400040,N,15557,N 46TH ST,163,"N 46TH ST, W/O PHINNEY AVE N",2014,15557,23400,315193,Y,Y,"(47.66138529600005, -122.34214535899997)",6326.322002
181,63450200,B,10015,DENNY WAY,104,"DENNY WAY, E/O WESTLAKE AVE",2014,10015,23400,316700,,Y,"(47.618550165000045, -122.34240185299996)",1746.450651
40,181450280,N,22771,SW ROXBURY ST,239,"SW ROXBURY ST, E/O 26TH AVE SW",2014,22771,23000,316644,,Y,"(47.51727251900007, -122.34013076499997)",9082.823545
81,63450280,Y,10023,DENNY WAY,103,"DENNY WAY, E/O STEWART ST",2014,10023,23000,315119,Y,Y,"(47.61849175800006, -122.33072296099999)",1257.120455
79,93450730,N,12409,RAINIER AVE S,277,"RAINIER AVE S, S/O S OTHELLO ST",2014,12409,22700,315816,,Y,"(47.53695787700008, -122.27027401699996)",7910.414504
157,63450245,Y,158085,DENNY WAY,102,"DENNY WAY, E/O MINOR AVE",2014,158085,22700,316701,,Y,"(47.61852163400005, -122.33532065999998)",1134.110441
22,135950080,N,17506,NE 75TH ST,183,"NE 75TH ST, W/O ROOSEVELT WAY NE",2014,17506,22500,315216,Y,Y,"(47.68311118200006, -122.31748950699995)",1638.814931
198,121250320,N,15553,N 45TH ST,162,"N 45TH ST, W/O EASTERN AVE N",2014,15553,22200,315974,,Y,"(47.66138529600005, -122.34214535899997)",4925.065139
125,135950110,N,17510,NE 75TH ST,181,"NE 75TH ST, E/O 12TH AVE NE",2014,17510,22000,315212,Y,Y,"(47.68311118200006, -122.31748950699995)",4121.496924
12,118650110,N,15163,N 130TH ST,157,"N 130TH ST, W/O ASHWORTH AVE N",2014,15163,21900,316582,,Y,"(47.723211939000066, -122.34515960199997)",5315.408607
254,,N,484993,M L KING JR WAY S,142,"M L KING JR ER & WR WAY S, NW/O S EDMUNDS ST",2014,484993,21900,315906,,Y,"(47.560808447000056, -122.29324025299996)",7102.213549
7,71050870,N,10795,GREENWOOD AVE N,129,"GREENWOOD AVE N, S/O N 145TH ST",2014,10795,21800,315172,Y,Y,"(47.71960135900008, -122.35553853899995)",5299.690952
146,31500240,N,6252,4TH AVE S,57,"4TH AVE S, N/O S DAWSON ST",2014,6252,21800,316682,,Y,"(47.57142086600004, -122.32907749799995)",6582.446858
193,157550090,N,19832,S DEARBORN ST,212,"S DEARBORN ST, W/O 13TH AVE S",2014,19832,21700,315296,Y,Y,"(47.59648601400005, -122.32904621999995)",4409.291525
17,93450660,N,12402,RAINIER AVE S,199,"RAINIER AVE S, NW/O S HOLLY ST",2014,12402,21600,316498,,Y,"(47.56074767600006, -122.28702675999995)",9900.479784
136,14750110,N,3543,24TH AVE E,39,"24TH AVE E, N/O E PROSPECT ST",2014,3543,21500,316564,,Y,"(47.61917077700008, -122.30254741099998)",9802.829221
218,13900185,N,18049,NE PACIFIC ST,12,"NE PACIFIC ST, NW/O MONTLAKE BLVD NE",2014,18049,21500,315276,Y,,"(47.650543276000064, -122.30761623199999)",934.910247
39,27200240,N,5462,35TH AVE SW,53,"35TH AVE SW, S/O SW MORGAN ST",2014,5462,21300,316642,,Y,"(47.544682574000035, -122.37644504299999)",8613.685719
229,100090,Y,1008,1ST AVE,36,"1ST AVE, SE/O PIKE ST",2014,1008,21200,315057,,Y,"(47.603268557000035, -122.33493456499997)",3005.0861
6,78850080,Y,11055,JAMES ST,137,"JAMES ST, NE/O 7TH AVE",2014,11055,21100,316562,,Y,"(47.60462517900004, -122.32697031499998)",1288.213153
178,119750210,N,15279,N 145TH ST,160,"N 145TH ST, W/O MERIDIAN AVE N",2014,15279,21100,316586,,Y,"(47.734128428000076, -122.34509710399999)",4983.290938
11,300310,N,1221,1ST AVE S,33,"1ST AVE S, S/O S LUCILE ST",2014,1221,21000,315986,,Y,"(47.55342592800008, -122.33421550999998)",1881.083243
71,185650015,N,23271,W EMERSON PL,245,"W EMERSON PL, SE/O 21ST AVE W",2014,23271,21000,316417,,Y,"(47.65399335500007, -122.37621487399997)",2821.736206
132,185250170,N,23222,W DRAVUS ST,244,"W DRAVUS ST, E/O 20TH AVE W",2014,23222,20900,316478,,Y,"(47.64847250200006, -122.37638282699999)",1380.026335
201,83150030,N,11604,MAGNOLIA BR,149,"MAGNOLIA BR, E/O W GARFIELD ST OFF RP",2014,11604,20700,315180,Y,Y,"(47.63349905000007, -122.37619535299996)",8172.69443
85,31300120,Y,6130,4TH AVE,62,"4TH AVE, SE/O PIKE ST",2014,6130,20600,314045,Y,Y,"(47.60178556900007, -122.32894644599997)",4472.226518
72,55650170,B,9318,BOREN AVE,88,"BOREN AVE, SE/O PIKE ST",2014,9318,20400,315938,,Y,"(47.60648348600006, -122.32252969599995)",1224.113739
170,55650170,Y,9318,BOREN AVE,88,"BOREN AVE, SE/O PIKE ST",2014,9318,20400,315938,,Y,"(47.60933797300004, -122.32513907699996)",4223.705131
56,94850755,N,12667,ROOSEVELT WAY NE,209,"ROOSEVELT WAY NE, SE/O NE 130TH N ST",2014,12667,20200,315288,Y,Y,"(47.71974505000003, -122.31813230799997)",1819.622504
24,16100020,N,3720,25TH AVE NE,41,"25TH AVE NE, S/O NE 47TH ST",2014,3720,20100,315069,Y,Y,"(47.658981683000036, -122.30113876099995)",1566.283982
312,,N,12706,SAND POINT WAY NE,,WSDOT data,2014,12706,20000,,,,"(47.66196684100004, -122.28595433999999)",4336.418468
236,31500330,N,6261,4TH AVE S,58,"4TH AVE S, N/O S MICHIGAN ST",2014,6261,19900,315081,Y,Y,"(47.55339933000005, -122.32955138399996)",3468.623241
166,88150040,N,11970,NICKERSON ST,189,"NICKERSON ST, NW/O FLORENTIA ST",2014,11970,19700,316454,,Y,"(47.646888415000035, -122.35136120299995)",7124.192438
90,38950585,N,7255,5TH AVE NE,65,"5TH AVE NE, S/O NE NORTHGATE WAY",2014,7255,19500,315089,Y,Y,"(47.68507268700006, -122.32292811299999)",8580.440534
247,82930400,N,352636,ML KING JR BLVD S NB & SB,141,"M L KING JR ER & WR WAY S, N/O S ANDOVER ST",2014,352636,19500,315798,,Y,"(47.60165615300008, -122.29676784199995)",15241.47914
231,55650010,N,9303,BOREN AVE,87,"BOREN AVE, NW/O E YESLER WAY",2014,9303,19400,315099,Y,Y,"(47.599210087000074, -122.31413725499999)",3403.673559
172,127150040,N,16114,N NORTHGATE WAY,169,"N NORTHGATE WAY, W/O ASHWORTH AVE N",2014,16114,19300,316590,,Y,"(47.70505121300005, -122.34469412899995)",4267.857028
57,,N,3359,23RD AVE,38,"23RD AVE, N/O E CHERRY ST",2014,3359,19200,315936,,Y,"(47.59928129200006, -122.30223345099995)",7208.803517
101,63200030,N,9960,DELRIDGE WAY SW,101,"DELRIDGE WAY SW, S/O SW ANDOVER ST",2014,9960,19200,315108,Y,Y,"(47.571207618000074, -122.35847912499997)",12560.25196
264,77250010,R,489829,OLIVE WAY OFF RAMP,192,"OLIVE WY OFF RP, S/O OLIVE WAY",2014,489829,19200,314197,,Y,"(47.61348159700003, -122.32993940999995)",1120.935702
88,93451120,N,12439,RAINIER AVE S,197,"RAINIER AVE S, E/O 75TH AVE S",2014,12439,19100,315920,,Y,"(47.52011701300006, -122.26277739699998)",8041.572967
267,78200010,R,489781,YALE ST ON RAMP,132,"HOWELL ST ON RP, N/O I5 SB",2014,489781,19000,314145,,Y,"(47.61639303000004, -122.32915637199994)",448.6223939
209,50000204,N,8666,ARIPORT WAY S,78,"AIRPORT WAY S, S/O S STACY ST",2014,8666,18700,315872,,Y,"(47.59017686400006, -122.32248169999997)",3838.873881
165,77850010,R,489775,STEWART ST RAMP,230,"STEWART ST (OFF&REV) RP, N/O STEWART ST",2014,489775,18600,316559,,Y,"(47.622727087000044, -122.32865945399999)",1118.182211
241,113000390,N,14420,EAST MARGINAL WAY S,8,"EAST MARGINAL WAY S, SE/O BOEING DR",2014,14420,18600,315137,Y,,"(47.53426725400004, -122.313197533)",1390.106762
74,300215,N,1214,1ST AVE S,34,"1ST AVE S, S/O S SPOKANE SR ST",2014,1214,17900,316233,,Y,"(47.57139257500006, -122.33419371699995)",6553.646046
115,3400060,N,1656,12TH AVE S,262,"12TH AVE S, S/O S WELLER ST",2014,1656,17800,316852,,Y,"(47.59918906300004, -122.31722284699998)",3408.18051
28,67700130,N,10387,FAUNTLEROY WAY SW,123,"FAUNTLEROY WAY SW, S/O SW ALASKA ST",2014,10387,17400,315164,Y,Y,"(47.56114223700007, -122.38145850499996)",6701.184305
130,139300090,N,18018,NE NORTHGATE WAY,186,"NE NORTHGATE WAY, W/O 15TH AVE NE",2014,18018,17400,315247,Y,Y,"(47.708560987000055, -122.31785220999996)",4527.712613
265,96200020,R,490079,SENECA ST OFF RAMP,134,"I5 NB SENECA ST OFF RP, SE/O SENECA ST",2014,490079,17400,313801,,Y,"(47.60567227100006, -122.32849229699997)",1443.091878
188,2300050,N,1408,11TH AVE NE,257,"11TH AVE NE, S/O NE 45TH ST",2014,1408,17100,314684,Y,Y,"(47.65601781700008, -122.31784158799996)",7370.841364
215,134650170,N,17265,NE 65TH ST,178,"NE 65TH ST, W/O 15TH AVE NE",2014,17265,17100,316427,,Y,"(47.67582932700003, -122.317363221)",1338.681975
77,50000425,N,8689,AIRPORT WAY S,267,"AIRPORT WAY S, NW/O S LUCILE ST",2014,8689,17000,315870,,Y,"(47.57139895700004, -122.32274644999995)",6686.533078
225,13750030,N,3444,23RD AVE S,3,"23RD AVE S, S/O S JACKSON ST",2014,3444,17000,315067,Y,,"(47.59928129200006, -122.30223345099995)",5429.362456
217,134650170,N,17261,NE 65TH ST,180,"NE 65TH ST, W/O ROOSEVELT WAY NE",2014,17261,16800,315209,Y,Y,"(47.675969261000034, -122.331352832)",3446.829966
276,77800010,R,490080,SPRING ST ON RAMP,228,"SPRING ST ON RP, SE/O SPRING ST",2014,490080,16700,313310,,Y,"(47.60773005000004, -122.33134254599997)",424.6137157
78,129750230,N,16496,NE 125TH ST,11,"NE 125TH ST, W/O 27TH AVE NE",2014,16496,16600,315203,Y,,"(47.71927875100005, -122.295233054)",5659.854578
112,63200190,N,9976,DELRIDGE WAY SW,100,"DELRIDGE WAY SW, N/O SW MYRTLE ST",2014,9976,16600,315104,Y,Y,"(47.539147402000026, -122.36093796499995)",6001.090001
123,135950280,N,17527,NE 75TH ST,182,"NE 75TH ST, W/O 30TH AVE NE",2014,17527,16600,315214,Y,Y,"(47.683047427000076, -122.30075822799995)",2532.029211
239,113000310,N,14409,EAST MARGINAL WAY S,117,"EAST MARGINAL WAY S, SE/O 4TH AVE S",2014,14409,16600,315135,Y,Y,"(47.54389035400004, -122.32962073799996)",5366.358769
251,95550200,N,12722,SAND POINT WAY NE,225,"SAND POINT WAY NE, SW/O NE 65TH ST",2014,12722,16600,315966,,Y,"(47.66124330500003, -122.29286352199995)",9653.771663
54,188450140,N,23539,WEST MARGINAL WAY SW,248,"WEST MARGINAL WAY SW, NW/O HIGHLAND PARK WAY SW",2014,23539,16400,315324,Y,Y,"(47.57209540100007, -122.36001028199996)",13076.44495
255,104300010,Y,13524,WESTERN AV OFF RP,253,"WESTERN AV OFF RP NW/O ALASKAN WY VI NB",2014,13524,16400,316720,,Y,"(47.61090005900007, -122.34553867499994)",800.6840969
89,119750060,N,15264,N 145TH ST,159,"N 145TH ST, W/O LINDEN AVE N",2014,15264,16300,315186,Y,Y,"(47.734140585000034, -122.36092988499996)",3896.135072
156,27200460,N,5484,35TH AVE SW,51,"35TH AVE SW, N/O SW ROXBURY ST",2014,5484,16300,315077,Y,Y,"(47.52107001400003, -122.37676149299995)",2685.903342
222,110750030,N,14073,EAST GREEN LAKE WAY N,115,"EAST GREEN LAKE WAY N, NE/O N 57TH ST",2014,14073,16300,315639,,Y,"(47.679817015000026, -122.32571289799995)",5650.600239
235,133200100,N,16929,NE 50TH ST,175,"NE 50TH ST, W/O ROOSEVELT WAY NE",2014,16929,16300,316575,,Y,"(47.66496550700003, -122.32199078299999)",2477.375121
249,95550230,N,12724,SAND POINT WAY NE,224,"SAND POINT WAY NE, S/O NE 74TH ST",2014,12724,16300,316482,,Y,"(47.67572242700004, -122.26354467899995)",2627.995763
155,112750300,N,14364,E MADISON ST,109,"E MADISON ST, SW/O LAKE WASHINGTON BLVD E",2014,14364,16000,315950,,Y,"(47.61917077700008, -122.30254741099998)",3528.686985
175,134650290,N,17277,NE 65TH ST,179,"NE 65TH ST, W/O 25TH AVE NE",2014,17277,15900,315968,,Y,"(47.67578344000003, -122.31192972099996)",2778.454149
266,156200095,N,19699,S COLUMBIAN WAY,211,"S COLUMBIAN WAY, NW/O BEACON WR AVE S",2014,19699,15900,315294,Y,Y,"(47.56433107000004, -122.31350185899998)",7483.049033
61,112000040,N,14243,E JOHN ST,107,"E JOHN ST, E/O BROADWAY E",2014,14243,15700,315948,,Y,"(47.61990774700007, -122.32087289199995)",972.8671256
38,5550680,N,2096,15TH AVE NE,2,"15TH AVE NE, S/O NE 145TH ST",2014,2096,15600,315061,Y,,"(47.71447200800003, -122.31250490699995)",7106.190727
145,80550170,N,11209,LAKE WASHINGTON BLVD E,139,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",2014,11209,15600,315940,,Y,"(47.62601780000006, -122.29244003299999)",8760.416384
142,117400050,N,15012,N 105TH ST,155,"N 105TH ST, W/O EVANSTON W AVE N",2014,15012,15400,316471,,Y,"(47.70508354100008, -122.35545274599997)",2649.000439
168,9550150,Y,2757,2ND AVE,44,"2ND AVE, SE/O PIKE ST",2014,2757,15400,314752,Y,Y,"(47.59842209200008, -122.32896982499994)",5381.627112
67,57350200,N,9450,BROADWAY,91,"BROADWAY, S/O E DENNY WAY",2014,9450,15300,316566,,Y,"(47.61125935200005, -122.32076006199998)",5032.180231
29,98100150,N,12968,STONE WAY N,231,"STONE WAY N, S/O N 45TH ST",2014,12968,15100,316571,,Y,"(47.64854072800006, -122.34277540199997)",7875.290366
47,82910010,N,11481,M L KING JR WAY,146,"M L KING JR WAY, N/O E YESLER WAY",2014,11481,15100,315942,,Y,"(47.60165615300008, -122.29676784199995)",2335.643232
114,134650300,N,17278,NE 65TH ST,177,"NE 65TH ST, E/O 25TH AVE NE",2014,17278,15100,315970,,Y,"(47.67577422100004, -122.30065154799996)",2556.737203
143,5550070,N,2034,15TH AVE NE,24,"15TH AVE NE, S/O NE 45TH ST",2014,2034,15100,315063,Y,Y,"(47.653375236000045, -122.31218414899996)",2877.462418
205,6900445,N,2315,16TH AVE S,263,"16TH AVE S, N/O 16TH AVE S BR",2014,2315,15100,316245,,Y,"(47.52733643800008, -122.31478481799996)",2570.378532
274,76600020,R,490084,COLUMBIA ST OFF RAMP,135,"JAMES ST OFF RP, NW/O COLUMBIA ST",2014,490084,14900,316649,,Y,"(47.60640009800005, -122.32980491999996)",314.991596
26,44350100,Y,7882,6TH AVE,70,"6TH AVE, SE/O PIKE ST",2014,7882,14700,316685,,Y,"(47.60329714200003, -122.32728726199997)",4217.538196
31,148450150,N,18971,NW 85TH ST,191,"NW 85TH ST, W/O 16TH AVE NW",2014,18971,14700,315976,,Y,"(47.690655407000065, -122.36599300999995)",7963.598603
