lat,lon,OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OID_,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUD,HPMS,FLOW_COUNT,Shape_Length
47.624549726000055, -122.34234960099997,143,86150160,N,11775,MERCER ST,82,"MERCER ST, W/O FAIRVIEW AVE N",2007,11775,38200,0,,Y,1988.338548
47.59216265800006, -122.30869003499998,206,93450260,N,12364,RAINIER AVE S,132,"RAINIER AVE S, NW/O S MCCLELLAN ST",2007,12364,38000,0,,Y,5670.934775
47.68694220500004, -122.34450322999999,21,52501010,N,8988,AURORA AVE N,210,"AURORA AVE N, S/O N 112TH ST",2007,8988,37900,0,,Y,8438.973687
47.68536609200004, -122.31501728299997,168,80150170,N,11159,LAKE CITY WAY NE,80,"LAKE CITY WAY NE, NE/O NE 95TH ST",2007,11159,36405,0,,Y,8008.6795
47.712044252000055, -122.29951197399998,6,80150420,N,11190,LAKE CITY WAY NE,22,"LAKE CITY WAY NE, S/O NE 145TH ST",2007,11190,36300,0,,Y,8237.156889
47.710076694000065, -122.34477676699998,22,52501190,N,9001,AURORA AVE N,149,"AURORA AVE N, S/O N 145TH ST",2007,9001,36300,0,,Y,8773.643829
47.60462517900004, -122.32697031499998,7,78850080,Y,11055,JAMES ST,51,"JAMES ST, NE/O 7TH AVE",2007,11055,35200,0,,Y,1288.213151
47.66132822800006, -122.32215961099996,204,132850100,N,16847,NE 45TH ST,128,"NE 45TH ST, W/O ROOSEVELT WAY NE",2007,16847,35200,0,,Y,2520.909797
47.57835004300006, -122.29815071399997,220,93450300,N,12368,RAINIER AVE S,134,"RAINIER AVE S, SE/O M L KING JR WAY S",2007,12368,34700,0,,Y,5857.80812
47.54320179800004, -122.33399432999994,219,165650100,N,20848,S MICHIGAN ST,169,"S MICHIGAN ST, E/O 6TH AVE S",2007,20848,33600,0,,Y,3586.219536
47.61859203600005, -122.35283934999995,83,63450045,B,10000,DENNY WAY,152,"DENNY WAY, W/O 2ND AVE",2007,10000,33077,0,,Y,1115.205643
47.668666908000034, -122.376214474,145,5600260,N,2117,15TH AVE NW,201,"15TH AVE NW, S/O NW 80TH ST",2007,2117,32900,0,,Y,8045.819617
47.618550165000045, -122.34240185299996,181,63450200,B,10015,DENNY WAY,14,"DENNY WAY, E/O WESTLAKE AVE",2007,10015,32600,0,,Y,1746.450453
47.65173327200006, -122.32115167299997,99,101100010,N,13189,UNIVERSITY BR,227,"UNIVERSITY BR, SW/O POINT A",2007,13189,31595,0,,Y,2568.736714
47.70863703600003, -122.32992812699996,192,139300040,N,18013,NE NORTHGATE WAY,164,"NE NORTHGATE WAY, E/O 5TH AVE NE",2007,18013,31100,0,,Y,2973.23183
47.658981683000036, -122.30113876099995,128,132850275,N,288753,NE 45TH ST,258,"NE 45TH ST, W/O NE 45TH PL",2007,288753,31000,0,,Y,2427.191584
47.73406373700004, -122.32484703399996,199,131450030,N,16680,NE 145TH ST,58,"NE 145TH ST, E/O 5TH AVE NE",2007,16680,30500,0,,Y,7977.188508
47.69060910800005, -122.37680612099996,171,73600060,N,10940,HOLMAN RD NW,216,"HOLMAN RD NW, NE/O 13TH E AVE NW",2007,10940,30300,0,,Y,7786.445631
47.56409503800006, -122.28818594699999,62,93450450,N,12383,RAINIER AVE S,59,"RAINIER AVE S, N/O S ALASKA ST",2007,12383,29900,0,,Y,1260.641664
47.65043101700007, -122.34983490399998,251,81500030,N,11336,LEARY WAY NW,187,"LEARY WAY NW, NW/O 3RD AVE NW",2007,11336,29600,0,,Y,5713.148894
47.599210087000074, -122.31413725499999,176,93450010,N,12340,RAINIER AVE S,92,"RAINIER AVE S, SE/O BOREN AVE S",2007,12340,29000,0,,Y,2901.928232
47.59648601400005, -122.32904621999995,136,31500060,N,6232,4TH AVE S,241,"4TH AVE S, S/O AIRPORT WAY S",2007,6232,28800,0,,Y,9143.595438
47.70505121300005, -122.34469412899995,3,127150040,N,16114,N NORTHGATE WAY,56,"N NORTHGATE WAY, W/O ASHWORTH AVE N",2007,16114,28300,0,,Y,4267.385575
47.522322333000034, -122.33484135399999,94,89550010,N,12052,OLSON PL SW,192,"OLSON PL SW, SW/O 1ST AVE S",2007,12052,28300,0,,Y,2293.552794
47.66503444600005, -122.34020747199997,64,133200020,N,15656,NE 50TH ST,259,"NE 50TH ST, W/O THACKERAY PL NE",2007,15656,27000,0,,Y,4488.843227
47.61859203600005, -122.35283934999995,208,63450135,B,10007,DENNY WAY,119,"DENNY WAY, W/O 6TH AVE",2007,10007,26900,0,,Y,2574.2209
47.61849175800006, -122.33072296099999,110,63450280,Y,10023,DENNY WAY,13,"DENNY WAY, E/O STEWART ST",2007,10023,26700,0,,Y,1257.038051
47.571624178000036, -122.31452983699995,172,5650245,N,2155,15TH AVE S,39,"15TH AVE S, S/O S BRADFORD ST",2007,2155,26400,0,,Y,2700.658801
47.59919689000003, -122.32896751399994,174,31500050,N,6230,4TH AVE S,7,"4TH AVE S, S/O 2ND AV ET S",2007,6230,26400,0,,Y,989.4124651
47.60178556900007, -122.32894644599997,247,31500050,Y,6230,4TH AVE S,7,"4TH AVE S, S/O 2ND AV ET S",2007,6230,26400,0,,Y,932.0153938
47.62579577000008, -122.33863455,182,104400090,N,13540,WESTLAKE AVE N,140,"WESTLAKE AVE N, S/O HIGHLAND DR",2007,13540,26300,0,,Y,8936.569231
47.661261953000064, -122.31199330999999,207,132850170,N,16854,NE 45TH ST,87,"NE 45TH ST, E/O 16TH AVE NE",2007,16854,26300,0,,Y,3377.000838
47.70508354100008, -122.35545274599997,48,71050670,N,10775,GREENWOOD AVE N,19,"GREENWOOD AVE N, N/O N 107TH ST",2007,10775,26100,0,,Y,5295.660583
47.572083992000046, -122.37199326999996,137,173050020,N,21691,SW ADMIRAL WAY,225,"SW ADMIRAL WAY, SE/O SW CITY VIEW ST",2007,21691,26000,0,,Y,5796.75746
47.68507268700006, -122.32292811299999,124,125000140,N,15962,N 85TH ST,54,"N 85TH ST, W/O ASHWORTH AVE N",2007,15962,25840,0,,Y,6272.836368
47.734128428000076, -122.34509710399999,180,119750210,N,15279,N 145TH ST,25,"N 145TH ST, W/O MERIDIAN AVE N",2007,15279,25700,0,,Y,4983.290643
47.592395717000045, -122.33419450499997,189,300200,N,1211,1ST AVE S,3,"1ST AVE S, N/O S SPOKANE NR ST",2007,1211,25500,0,,Y,7546.687755
47.53695787700008, -122.27027401699996,107,93450730,N,12409,RAINIER AVE S,133,"RAINIER AVE S, S/O S OTHELLO ST",2007,12409,25031,0,,Y,7909.970362
47.668650650000075, -122.36220391299997,125,151300110,N,19223,NW MARKET ST,191,"NW MARKET ST, W/O 8TH AVE NW",2007,19223,24891,0,,Y,6251.562907
47.690562587000045, -122.34452192099997,154,125000070,N,15954,N 85TH ST,55,"N 85TH ST, W/O LINDEN AVE N",2007,15954,24600,0,,Y,5288.15232
47.66138529600005, -122.34214535899997,190,121400040,N,15557,N 46TH ST,26,"N 46TH ST, W/O PHINNEY AVE N",2007,15557,24500,0,,Y,6326.209638
47.55226298000008, -122.31929088799995,59,61150160,N,9832,CORSON AVE S,117,"CORSON AVE S, N/O S MICHIGAN ST",2007,9832,24300,0,,Y,1873.879354
47.71960135900008, -122.35553853899995,8,71050870,N,10795,GREENWOOD AVE N,215,"GREENWOOD AVE N, S/O N 145TH ST",2007,10795,24000,0,,Y,5299.689215
47.60933797300004, -122.32513907699996,65,83000140,B,11592,MADISON ST,24,"MADISON ST, NE/O BOREN AVE",2007,11592,23900,0,,Y,1269.957265
47.56074767600006, -122.28702675999995,19,93450660,N,12402,RAINIER AVE S,222,"RAINIER AVE S, NW/O S HOLLY ST",2007,12402,23700,0,,Y,9899.733008
47.61852163400005, -122.33532065999998,115,63450245,Y,158085,DENNY WAY,46,"DENNY WAY, E/O MINOR AVE",2007,158085,23700,0,,Y,1134.110294
47.70508354100008, -122.35545274599997,195,117400050,N,15012,N 105TH ST,160,"N 105TH ST, W/O EVANSTON W AVE N",2007,15012,23400,0,,Y,2648.987964
47.56407659800004, -122.37618931699996,248,27200140,N,5452,35TH AVE SW,179,"35TH AVE SW, S/O SW ALASKA ST",2007,5452,23300,0,,Y,7074.600951
47.64847250200006, -122.37638282699999,162,185250170,N,23222,W DRAVUS ST,228,"W DRAVUS ST, E/O 20TH AVE W",2007,23222,22700,0,,Y,1380.019287
47.61116907600007, -122.32076019899995,138,112750115,N,14348,E MADISON ST,15,"E MADISON ST, SW/O 17TH AVE",2007,14348,22454,0,,Y,5371.129398
47.603268557000035, -122.33493456499997,35,100090,Y,1008,1ST AVE,70,"1ST AVE, SE/O PIKE ST",2007,1008,22300,0,,Y,3005.08599
47.57142086600004, -122.32907749799995,91,31500240,N,6252,4TH AVE S,180,"4TH AVE S, N/O S DAWSON ST",2007,6252,22300,0,,Y,6582.338163
47.60933797300004, -122.32513907699996,158,55650170,Y,9318,BOREN AVE,182,"BOREN AVE, SE/O PIKE ST",2007,9318,22200,0,,Y,4223.703817
47.60648348600006, -122.32252969599995,254,55650170,B,9318,BOREN AVE,182,"BOREN AVE, SE/O PIKE ST",2007,9318,22200,0,,Y,1224.113723
47.60178556900007, -122.32894644599997,114,31300120,Y,6130,4TH AVE,8,"4TH AVE, SE/O PIKE ST, NW FLOW",2007,6130,22000,0,,Y,4472.226115
47.66496550700003, -122.32199078299999,131,133200100,N,16929,NE 50TH ST,28,"NE 50TH ST, W/O ROOSEVELT WAY NE",2007,16929,22000,0,,Y,2477.370638
47.65399335500007, -122.37621487399997,102,185650015,N,23271,W EMERSON PL,35,"W EMERSON PL, SE/O 21ST AVE W",2007,23271,21700,0,,Y,2821.021995
47.59648601400005, -122.32904621999995,84,157550090,N,19832,S DEARBORN ST,138,"S DEARBORN ST, W/O 13TH AVE S",2007,19832,21400,0,,Y,4409.254389
47.544682574000035, -122.37644504299999,51,27200240,N,5462,35TH AVE SW,146,"35TH AVE SW, S/O SW MORGAN ST",2007,5462,21300,0,,Y,8613.683626
47.61917077700008, -122.30254741099998,185,14750110,N,3543,24TH AVE E,41,"24TH AVE E, N/O E PROSPECT ST",2007,3543,21200,0,,Y,9802.723283
47.68311118200006, -122.31748950699995,26,135950080,N,17506,NE 75TH ST,261,"NE 75TH ST, W/O ROOSEVELT WAY NE",2007,17506,21100,0,,Y,1638.610902
47.68311118200006, -122.31748950699995,178,135950110,N,17510,NE 75TH ST,220,"NE 75TH ST, E/O 12TH AVE NE",2007,17510,21100,0,,Y,4121.495538
47.66138529600005, -122.34214535899997,157,121250320,N,15553,N 45TH ST,85,"N 45TH ST, W/O EASTERN AVE N",2007,15553,20900,0,,Y,4925.06383
47.61639303000004, -122.32915637199994,232,78200010,R,489781,YALE ST ON RAMP,256,"I5 YALE ON, S/O HOWELL ST",2007,489781,20900,0,,Y,448.6223939
47.601969170000075, -122.32558870799994,238,76650010,R,490110,JAMES ST ON RAMP SB,123,"I5 JAMES ON, S/O 6TH AVE",2007,490110,20800,0,,Y,644.7875165
47.599210087000074, -122.31413725499999,249,55650010,N,9303,BOREN AVE,115,"BOREN AVE, NW/O E YESLER WAY",2007,9303,20800,0,,Y,3403.371843
47.571207618000074, -122.35847912499997,141,63200030,N,9960,DELRIDGE WAY SW,211,"DELRIDGE WAY SW, S/O SW ANDOVER ST",2007,9960,20200,0,,Y,12560.08137
47.62601780000006, -122.29244003299999,200,80550170,N,11209,LAKE WASHINGTON BLVD E,217,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",2007,11209,20200,0,,Y,8756.902311
47.52011701300006, -122.26277739699998,119,93451120,N,12439,RAINIER AVE S,65,"RAINIER AVE S, W/O CITY LIMITS",2007,12439,20100,0,,Y,8040.809306
47.50884352400004, -122.27822332499994,217,82930910,N,489661,M L KING JR WAY S,158,"M L KING JR WAY S, S/O S NORFOLK ST",2007,489661,19900,0,,Y,5307.35861
47.63349905000007, -122.37619535299996,210,83150030,N,11604,MAGNOLIA BR,218,"MAGNOLIA BR, E/O W GARFIELD ST OFF RP",2007,11604,19600,0,,Y,8171.866678
47.723211939000066, -122.34515960199997,13,118650110,N,15163,N 130TH ST,53,"N 130TH ST, W/O ASHWORTH AVE N",2007,15163,19500,0,,Y,5315.400621
47.55339933000005, -122.32955138399996,140,31500330,N,6261,4TH AVE S,206,"4TH AVE S, N/O S MICHIGAN ST",2007,6261,19400,0,,Y,3468.623072
47.71974505000003, -122.31813230799997,81,94850755,N,12667,ROOSEVELT WAY NE,136,"ROOSEVELT WAY NE, SE/O NE 130TH N ST",2007,12667,19300,0,,Y,1819.382112
47.59918906300004, -122.31722284699998,160,3400060,N,1656,12TH AVE S,38,"12TH AVE S, S/O S WELLER ST",2007,1656,18800,0,,Y,3407.989358
47.56114223700007, -122.38145850499996,34,67700130,N,10387,FAUNTLEROY WAY SW,99,"FAUNTLEROY WAY SW, S/O SW ALASKA ST",2007,10387,18700,0,,Y,6700.409654
47.54245258000003, -122.28370215499996,201,83030670,N,486569,M L KING JR WAY S NB & SB,97,"M L KING JR ER WAY S, SE/O S HOLLY ST",2007,486569,18700,0,,Y,7186.479745
47.61125935200005, -122.32076006199998,203,57350200,N,9450,BROADWAY,116,"BROADWAY, S/O E DENNY WAY",2007,9450,18200,0,,Y,5032.175002
47.708560987000055, -122.31785220999996,175,139300090,N,18018,NE NORTHGATE WAY,129,"NE NORTHGATE WAY, W/O 15TH AVE NE",2007,18018,18000,0,,Y,4526.999738
47.68507268700006, -122.32292811299999,122,38950585,N,7255,5TH AVE NE,243,"5TH AVE NE, S/O NE NORTHGATE WAY",2007,7255,17800,0,,Y,8580.330629
47.56433107000004, -122.31350185899998,152,156200095,N,19699,S COLUMBIAN WAY,137,"S COLUMBIAN WAY, W/O BEACON WR AVE S",2007,19699,17500,0,,Y,7482.43486
47.54389035400004, -122.32962073799996,43,113000310,N,14409,EAST MARGINAL WAY S,120,"EAST MARGINAL WAY S, SE/O 4TH AVE S",2007,14409,17400,0,,Y,5366.358366
47.679817015000026, -122.32571289799995,40,110750030,N,14073,EAST GREEN LAKE WAY N,78,"EAST GREEN LAKE WAY N, NE/O N 57TH ST",2007,14073,17320,0,,Y,5649.165048
47.60640009800005, -122.32980491999996,234,76600020,R,490084,COLUMBIA ST OFF RAMP,154,"I5 COLUMBIA OF, N/O COLUMBIA ST",2007,490084,17200,0,,Y,314.9841938
47.610664203000056, -122.34543064099995,226,65700010,Y,10224,ELLIOTT AV ON RP,185,"ELLIOTT AV ON RP NW/O ALASKAN WY VI SB",2007,10224,16800,0,,Y,4363.823918
47.61090005900007, -122.34553867499994,18,104300010,Y,13524,WESTERN AV OFF RP,195,"WESTERN AV OFF RP NW/O ALASKAN WY VI NB",2007,13524,16700,0,,Y,800.6840968
47.57209540100007, -122.36001028199996,76,188450140,N,23539,WEST MARGINAL WAY SW,268,"WEST MARGINAL WAY SW, NW/O HIGHLAND PARK WAY SW",2007,23539,16700,0,,Y,13076.03568
47.61027471300008, -122.34134343299996,104,100140,Y,1013,1ST AVE,4,"1ST AVE, NW/O LENORA ST",2007,1013,16700,0,,Y,4622.274752
47.71927875100005, -122.295233054,106,129750230,N,16496,NE 125TH ST,86,"NE 125TH ST, W/O 27TH AVE NE",2007,16496,16700,0,,Y,5659.747087
47.52223294400005, -122.31498166799997,151,4650470,N,1960,14TH AVE S,102,"14TH AVE S, N/O S DIRECTOR ST",2007,1960,16700,0,,Y,1863.588678
47.539147402000026, -122.36093796499995,161,63200190,N,9976,DELRIDGE WAY SW,12,"DELRIDGE WAY SW, N/O SW MYRTLE ST",2007,9976,16700,0,,Y,6000.989231
47.66124330500003, -122.29286352199995,55,95550200,N,12722,SAND POINT WAY NE,34,"SAND POINT WAY NE, SW/O NE 65TH ST",2007,12722,16600,0,,Y,9652.347108
47.55342592800008, -122.33421550999998,12,300310,N,1221,1ST AVE S,203,"1ST AVE S, S/O S LUCILE ST",2007,1221,16500,0,,Y,1881.079008
47.61917077700008, -122.30254741099998,28,112750300,N,14364,E MADISON ST,77,"E MADISON ST, SW/O LAKE WASHINGTON BLVD E",2007,14364,16400,0,,Y,3528.670574
47.658981683000036, -122.30113876099995,30,16100020,N,3720,25TH AVE NE,71,"25TH AVE NE, S/O NE 47TH ST",2007,3720,16300,0,,Y,1566.224923
47.653375236000045, -122.31218414899996,196,5550070,N,2034,15TH AVE NE,103,"15TH AVE NE, S/O NE 45TH ST",2007,2034,16300,0,,Y,2877.217583
47.52107001400003, -122.37676149299995,120,27200460,N,5484,35TH AVE SW,205,"35TH AVE SW, N/O SW ROXBURY ST",2007,5484,16200,0,,Y,2685.903342
47.59842209200008, -122.32896982499994,205,9550150,Y,2757,2ND AVE,42,"2ND AVE, SE/O PIKE ST",2007,2757,16100,0,,Y,5381.627042
47.60773005000004, -122.33134254599997,236,77800010,R,490080,SPRING ST ON RAMP,125,"I5 SPRING ON, S/O 6TH AVE",2007,490080,16100,0,,Y,424.587764
47.64854072800006, -122.34277540199997,36,98100150,N,12968,STONE WAY N,63,"STONE WAY N, S/O N 45TH ST",2007,12968,16000,0,,Y,7875.271358
47.61637858700004, -122.32850941899994,231,77300010,R,489779,MELROSE AVE ON RAMP,255,"I5 OLIVE ON, N/O I5 MELROSE ON",2007,489779,16000,0,,Y,1405.434915
47.62871326700008, -122.33090658799995,95,65100270,N,10183,EASTLAKE AVE E,214,"EASTLAKE AVE E, SW/O HARVARD AVE E",2007,10183,15800,0,,Y,8709.51179
47.683047427000076, -122.30075822799995,177,135950280,N,17527,NE 75TH ST,89,"NE 75TH ST, W/O 30TH AVE NE",2007,17527,15600,0,,Y,2532.02682
47.71447200800003, -122.31250490699995,50,5550680,N,2096,15TH AVE NE,69,"15TH AVE NE, S/O NE 145TH ST",2007,2096,15500,0,,Y,7106.180548
47.68694220500004, -122.34450322999999,191,124550040,N,15893,N 80TH ST,161,"N 80TH ST, W/O LINDEN AVE N",2007,15893,15500,0,,Y,7953.153596
47.53426725400004, -122.313197533,246,113000390,N,14420,EAST MARGINAL WAY S,153,"EAST MARGINAL WAY S, SE/O BOEING DR",2007,14420,15500,0,,Y,1390.106762
47.690655407000065, -122.36599300999995,38,148450150,N,18971,NW 85TH ST,91,"NW 85TH ST, W/O 16TH AVE NW",2007,18971,15400,0,,Y,7963.593457
47.67578344000003, -122.31192972099996,214,134650290,N,17277,NE 65TH ST,88,"NE 65TH ST, W/O 25TH AVE NE",2007,17277,15400,0,,Y,2778.453619
47.62504920300006, -122.32089298799997,150,1500170,N,1298,10TH AVE E,234,"10TH AVE E, S/O E BOSTON ST",2007,1298,15300,0,,Y,6738.794417
47.61990774700007, -122.32087289199995,87,112000040,N,14243,E JOHN ST,252,"E JOHN ST, E/O BROADWAY E",2007,14243,15200,0,,Y,972.8670668
47.67582932700003, -122.317363221,256,134650170,N,17265,NE 65TH ST,260,"NE 65TH ST, W/O 15TH AVE NE",2007,17265,15200,0,,Y,1338.68195
47.66124330500003, -122.29286352199995,100,27050120,N,5362,35TH AVE NE,43,"35TH AVE NE, S/O NE 75TH ST",2007,5362,15100,0,,Y,8287.308817
47.68304823500006, -122.29047889399999,27,27050130,N,5363,35TH AVE NE,6,"35TH AVE NE, N/O NE 75TH ST",2007,5363,14900,0,,Y,16661.42476
47.59928129200006, -122.30223345099995,243,13750030,N,3444,23RD AVE S,105,"23RD AVE S, S/O S JACKSON ST",2007,3444,14900,0,,Y,5429.157537
47.60165615300008, -122.29676784199995,165,82930400,N,352636,ML KING JR BLVD S NB & SB,98,"M L KING JR ER WAY S, N/O S ANDOVER ST",2007,352636,14800,0,,Y,15240.66472
47.51727251900007, -122.34013076499997,53,181450280,N,22771,SW ROXBURY ST,172,"SW ROXBURY ST, E/O 26TH AVE SW",2007,22771,14700,0,,Y,9082.814805
47.60168377100007, -122.32765594099999,74,38850120,Y,7235,5TH AVE,44,"5TH AVE, SE/O PIKE ST",2007,7235,14700,0,,Y,4844.808374
47.60165615300008, -122.29676784199995,67,82910010,N,11481,M L KING JR WAY,126,"M L KING JR WAY, N/O E YESLER WAY",2007,11481,14600,0,,Y,2335.014338
47.59920694700003, -122.33543958699994,169,162850080,N,20488,S JACKSON ST,262,"S JACKSON ST, E/O 5TH AVE S",2007,20488,14600,0,,Y,5255.751442
47.57139257500006, -122.33419371699995,103,300215,N,1214,1ST AVE S,104,"1ST AVE S, S/O S SPOKANE SR ST",2007,1214,14500,0,,Y,6553.63228
47.60171754600003, -122.33658213799998,109,50450160,Y,269161,ALASKAN WAY,246,"ALASKAN WAY, SE/O PIKE ST",2007,269161,14300,0,,Y,2699.014211
47.57980932500004, -122.32597667399995,194,44550180,N,7997,6TH AVE S,244,"6TH AVE S, S/O S FOREST ST",2007,7997,14200,0,,Y,2952.32012
47.61218154000005, -122.33854264999997,10,31300190,Y,6138,4TH AVE,109,"4TH AVE, NW/O LENORA ST",2007,6138,14100,0,,Y,3501.39441
47.60329714200003, -122.32728726199997,32,44350100,Y,7882,6TH AVE,9,"6TH AVE, SE/O PIKE ST",2007,7882,14100,0,,Y,4217.532249
47.62601780000006, -122.29244003299999,167,112750380,N,14372,E MADISON ST,212,"E MADISON ST, SW/O 38TH AVE E",2007,14372,14100,0,,Y,5345.458689
47.522861344000034, -122.36009936199997,11,63200340,N,9992,DELRIDGE WAY SW,251,"DELRIDGE WAY SW, NW/O SW CAMBRIDGE ST",2007,9992,13900,0,,Y,2347.959227
47.67572242700004, -122.26354467899995,41,95550230,N,12724,SAND POINT WAY NE,265,"SAND POINT WAY NE, S/O NE 74TH ST",2007,12724,13800,0,,Y,2627.947861
47.72323366900008, -122.35554671099999,153,118650070,N,15160,N 130TH ST,219,"N 130TH ST, W/O LINDEN AVE N",2007,15160,13700,0,,Y,2601.582183
47.734140585000034, -122.36092988499996,121,119750060,N,15264,N 145TH ST,257,"N 145TH ST, W/O LINDEN AVE N",2007,15264,13600,0,,Y,3896.135071
47.53895778300006, -122.29608148499995,135,53960170,N,573395,BEACON AVE S,231,"BEACON ER AVE S, S/O S SPOKANE ST",2007,573395,13600,0,,Y,12515.67397
47.686941912000066, -122.35529962599998,112,71050650,N,10764,GREENWOOD AVE N,18,"GREENWOOD AVE N, S/O HOLMAN RD N",2007,10764,13500,0,,Y,6617.585136
47.60390393400007, -122.32669589799997,240,76850010,R,490101,MADISON ST OFF RAMP,124,"I5 MADISON OF, S/O MADISON ST",2007,490101,13400,0,,Y,1244.032459
47.54737114200003, -122.33383113599996,144,113000280,N,14407,EAST MARGINAL WAY S,79,"EAST MARGINAL WAY S, NW/O S MICHIGAN ST",2007,14407,13200,0,,Y,1678.995308
47.70859413300008, -122.32327545299995,147,38950590,N,7256,5TH AVE NE,242,"5TH AVE NE, N/O NE NORTHGATE WAY",2007,7256,13200,0,,Y,5299.088001
47.52407785500003, -122.29347826999998,2,50000650,N,8702,AIRPORT WAY S,208,"AIRPORT WAY S, N/O S NORFOLK ST",2007,8702,13100,0,,Y,18205.40655
47.55932475900005, -122.38682986999999,96,57900270,N,9555,CALIFORNIA AVE SW,45,"CALIFORNIA AVE SW, S/O ERSKINE WAY SW",2007,9555,13100,0,,Y,5272.757338
47.571109189000026, -122.37064141299999,56,173900035,N,21818,SW AVALON WAY,170,"SW AVALON WAY, N/O 30TH AVE SW",2007,21818,13000,0,,Y,3424.604324
47.53973286000007, -122.30036374099996,108,166350100,N,20911,S MYRTLE ST,93,"S MYRTLE ST, W/O BEACON WR AVE S",2007,20911,13000,0,,Y,1055.354
47.61295826700007, -122.33787347699996,31,38850180,Y,7244,5TH AVE,148,"5TH AVE, NW/O LENORA ST",2007,7244,12900,0,,Y,3161.40404
47.60169336800004, -122.31678189399997,33,3200010,N,1523,12TH AVE,200,"12TH AVE, N/O E YESLER WAY",2007,1523,12900,0,,Y,6655.508027
47.60171754600003, -122.33658213799998,63,50500050,Y,8738,ALASKAN WAY S,245,"ALASKAN WAY S, N/O S KING ST",2007,8738,12900,0,,Y,5022.389638
47.682772372000045, -122.34448441399996,142,110700050,N,14060,EAST GREEN LAKE DR N,184,"EAST GREEN LAKE DR N, NW/O LATONA AVE NE",2007,14060,12900,0,,Y,5941.889149
47.65587141100008, -122.38647924699995,170,70000070,N,10638,GILMAN AVE W,122,"GILMAN AVE W, NW/O W EMERSON PL",2007,10638,12900,0,,Y,4853.468133
47.660481978000064, -122.36619104799996,159,48000400,N,8406,8TH AVE NW,111,"8TH AVE NW, S/O NW 80TH ST",2007,8406,12800,0,,Y,14468.63971
47.65538287700008, -122.34243924099997,133,120600150,N,15416,N 40TH ST,189,"N 40TH ST, E/O STONE WAY N",2007,15416,12700,0,,Y,4694.998075
47.60784153700007, -122.34265099699996,20,50450230,Y,8728,ALASKAN WAY,112,"ALASKAN WAY, SE/O BLANCHARD ST",2007,8728,12600,0,,Y,4264.945928
47.61096394800006, -122.34045213799999,5,9550200,Y,2762,2ND AVE,145,"2ND AVE, NW/O LENORA ST",2007,2762,12400,0,,Y,4161.475769
47.663266177000025, -122.30088691599997,23,16100130,N,3731,25TH AVE NE,144,"25TH AVE NE, S/O NE 75TH ST",2007,3731,12400,0,,Y,7221.949072
47.66501938000005, -122.35395996399996,155,121950060,N,15641,N 50TH ST,27,"N 50TH ST, W/O FREMONT AVE N",2007,15641,12400,0,,Y,3394.476337
47.68311118200006, -122.31748950699995,227,94850600,N,12652,ROOSEVELT WAY NE,166,"ROOSEVELT WAY NE, S/O NE NORTHGATE WAY",2007,12652,12400,0,,Y,9284.036926
