"MFG_DATE","PLANT_ID","PRODUCT_ID","ITEMS_PRODUCED","ITEMS_SAMPLED","ITEMS_DEFECTIVE","MFG_DEFECT_RATE"
2016-02-17,"US1","LAP01",50010,620,11,0.017741935483871
2016-02-18,"US1","LAP01",49920,440,8,0.0181818181818182
2016-02-19,"US1","LAP01",50050,440,8,0.0181818181818182
2016-02-20,"US1","LAP01",50000,410,7,0.0170731707317073
2016-02-21,"US1","LAP01",49970,620,11,0.017741935483871
2016-02-22,"US1","LAP01",50000,540,10,0.0185185185185185
2016-02-23,"US1","LAP01",49970,750,14,0.0186666666666667
2016-02-24,"US1","LAP01",50040,440,8,0.0181818181818182
2016-02-25,"US1","LAP01",49970,650,12,0.0184615384615385
2016-02-26,"US1","LAP01",50020,430,8,0.0186046511627907
2016-02-27,"US1","LAP01",50010,500,9,0.018
2016-02-28,"US1","LAP01",50000,440,8,0.0181818181818182
2016-02-29,"US1","LAP01",50110,300,5,0.0166666666666667
2016-03-01,"US1","LAP01",50050,440,8,0.0181818181818182
2016-03-02,"US1","LAP01",50000,370,7,0.0189189189189189
2016-03-03,"US1","LAP01",49980,540,10,0.0185185185185185
2016-03-04,"US1","LAP01",50000,410,7,0.0170731707317073
2016-03-05,"US1","LAP01",49920,450,8,0.0177777777777778
2016-03-06,"US1","LAP01",49970,530,10,0.0188679245283019
2016-03-07,"US1","LAP01",50080,530,10,0.0188679245283019
2016-03-08,"US1","LAP01",50030,650,12,0.0184615384615385
2016-03-09,"US1","LAP01",50030,390,7,0.0179487179487179
2016-03-10,"US1","LAP01",49990,550,10,0.0181818181818182
2016-03-11,"US1","LAP01",50050,500,9,0.018
2016-03-12,"US1","LAP01",50070,510,9,0.0176470588235294
2016-03-13,"US1","LAP01",49890,550,10,0.0181818181818182
2016-03-14,"US1","LAP01",50050,470,8,0.0170212765957447
2016-03-15,"US1","LAP01",50030,530,10,0.0188679245283019
2016-03-16,"US1","LAP01",50090,480,9,0.01875
2016-03-17,"US1","LAP01",49960,600,11,0.0183333333333333
2016-03-18,"US1","LAP01",50040,410,7,0.0170731707317073
2016-03-19,"US1","LAP01",50050,540,10,0.0185185185185185
2016-03-20,"US1","LAP01",50010,520,9,0.0173076923076923
2016-03-21,"US1","LAP01",50030,420,8,0.019047619047619
2016-03-22,"US1","LAP01",50060,570,10,0.0175438596491228
2016-03-23,"US1","LAP01",49910,490,9,0.0183673469387755
2016-03-24,"US1","LAP01",49960,640,12,0.01875
2016-03-25,"US1","LAP01",50040,410,7,0.0170731707317073
2016-03-26,"US1","LAP01",50050,350,6,0.0171428571428571
2016-03-27,"US1","LAP01",50010,570,10,0.0175438596491228
2016-03-28,"US1","LAP01",49940,550,10,0.0181818181818182
2016-03-29,"US1","LAP01",49990,520,9,0.0173076923076923
2016-03-30,"US1","LAP01",50020,510,9,0.0176470588235294
2016-03-31,"US1","LAP01",49980,440,8,0.0181818181818182
2016-04-01,"US1","LAP01",50010,510,9,0.0176470588235294
2016-04-02,"US1","LAP01",49990,320,6,0.01875
2016-04-03,"US1","LAP01",50110,640,12,0.01875
2016-04-04,"US1","LAP01",50000,490,9,0.0183673469387755
2016-04-05,"US1","LAP01",50010,650,12,0.0184615384615385
2016-04-06,"US1","LAP01",50080,500,9,0.018
2016-04-07,"US1","LAP01",50040,420,8,0.019047619047619
2016-04-08,"US1","LAP01",50040,440,8,0.0181818181818182
2016-04-09,"US1","LAP01",50080,640,12,0.01875
2016-04-10,"US1","LAP01",50040,560,10,0.0178571428571429
2016-04-11,"US1","LAP01",49970,510,9,0.0176470588235294
2016-04-12,"US1","LAP01",50000,530,10,0.0188679245283019
2016-04-13,"US1","LAP01",49980,750,14,0.0186666666666667
2016-04-14,"US1","LAP01",49930,480,9,0.01875
2016-04-15,"US1","LAP01",50010,660,12,0.0181818181818182
2016-04-16,"US1","LAP01",50000,610,11,0.0180327868852459
2016-04-17,"US1","LAP01",50050,390,7,0.0179487179487179
2016-04-18,"US1","LAP01",50060,500,9,0.018
2016-04-19,"US1","LAP01",50000,530,10,0.0188679245283019
2016-04-20,"US1","LAP01",50000,480,9,0.01875
2016-04-21,"US1","LAP01",50070,500,9,0.018
2016-04-22,"US1","LAP01",50000,470,8,0.0170212765957447
2016-04-23,"US1","LAP01",50030,540,10,0.0185185185185185
2016-04-24,"US1","LAP01",50070,670,12,0.017910447761194
2016-04-25,"US1","LAP01",50050,470,8,0.0170212765957447
2016-04-26,"US1","LAP01",50070,520,9,0.0173076923076923
2016-04-27,"US1","LAP01",50010,400,7,0.0175
2016-04-28,"US1","LAP01",50020,510,9,0.0176470588235294
2016-04-29,"US1","LAP01",50060,440,8,0.0181818181818182
2016-04-30,"US1","LAP01",49890,490,9,0.0183673469387755
2016-05-01,"US1","LAP01",49990,660,12,0.0181818181818182
2016-05-02,"US1","LAP01",50010,470,8,0.0170212765957447
2016-05-03,"US1","LAP01",49990,500,9,0.018
2016-05-04,"US1","LAP01",50050,480,9,0.01875
2016-05-05,"US1","LAP01",50000,700,13,0.0185714285714286
2016-05-06,"US1","LAP01",50030,490,9,0.0183673469387755
2016-05-07,"US1","LAP01",49900,480,9,0.01875
2016-05-08,"US1","LAP01",50040,680,12,0.0176470588235294
2016-05-09,"US1","LAP01",49980,400,7,0.0175
2016-05-10,"US1","LAP01",50020,700,13,0.0185714285714286
2016-05-11,"US1","LAP01",50030,500,9,0.018
2016-05-12,"US1","LAP01",50080,440,8,0.0181818181818182
2016-05-13,"US1","LAP01",49960,610,11,0.0180327868852459
2016-05-14,"US1","LAP01",49930,390,7,0.0179487179487179
2016-05-15,"US1","LAP01",50050,490,9,0.0183673469387755
2016-05-16,"US1","LAP01",50040,420,8,0.019047619047619
2016-05-17,"US1","LAP01",50030,540,10,0.0185185185185185
2016-05-18,"US1","LAP01",50000,540,10,0.0185185185185185
2016-05-19,"US1","LAP01",50070,500,9,0.018
2016-05-20,"US1","LAP01",49950,610,11,0.0180327868852459
2016-05-21,"US1","LAP01",50080,500,9,0.018
2016-05-22,"US1","LAP01",50060,570,10,0.0175438596491228
2016-05-23,"US1","LAP01",50020,440,8,0.0181818181818182
2016-05-24,"US1","LAP01",50020,460,8,0.0173913043478261
2016-05-25,"US1","LAP01",50100,450,8,0.0177777777777778
2016-05-26,"US1","LAP01",50010,370,7,0.0189189189189189
2016-05-27,"US1","LAP01",50030,400,7,0.0175
2016-05-28,"US1","LAP01",50020,500,9,0.018
2016-05-29,"US1","LAP01",49990,570,10,0.0175438596491228
2016-05-30,"US1","LAP01",50070,500,9,0.018
2016-05-31,"US1","LAP01",49940,480,9,0.01875
2016-06-01,"US1","LAP01",49930,480,9,0.01875
2016-06-02,"US1","LAP01",49910,570,10,0.0175438596491228
2016-06-03,"US1","LAP01",50090,340,6,0.0176470588235294
2016-06-04,"US1","LAP01",49970,700,13,0.0185714285714286
2016-06-05,"US1","LAP01",50010,520,9,0.0173076923076923
2016-06-06,"US1","LAP01",50000,500,9,0.018
2016-06-07,"US1","LAP01",50000,640,12,0.01875
2016-06-08,"US1","LAP01",50010,400,7,0.0175
2016-06-09,"US1","LAP01",50000,490,9,0.0183673469387755
2016-06-10,"US1","LAP01",49940,450,8,0.0177777777777778
2016-06-11,"US1","LAP01",49930,570,10,0.0175438596491228
2016-06-12,"US1","LAP01",49990,820,15,0.0182926829268293
2016-06-13,"US1","LAP01",49980,490,9,0.0183673469387755
2016-06-14,"US1","LAP01",50040,650,12,0.0184615384615385
2016-06-15,"US1","LAP01",49900,310,6,0.0193548387096774
2016-06-16,"US1","LAP01",50000,340,6,0.0176470588235294
2016-06-17,"US1","LAP01",49920,340,6,0.0176470588235294
2016-06-18,"US1","LAP01",49890,490,9,0.0183673469387755
2016-06-19,"US1","LAP01",50030,580,10,0.0172413793103448
2016-06-20,"US1","LAP01",49920,490,9,0.0183673469387755
2016-06-21,"US1","LAP01",50010,480,9,0.01875
2016-06-22,"US1","LAP01",49990,560,10,0.0178571428571429
2016-06-23,"US1","LAP01",49960,310,6,0.0193548387096774
2016-06-24,"US1","LAP01",50000,510,9,0.0176470588235294
2016-06-25,"US1","LAP01",49930,500,9,0.018
2016-06-26,"US1","LAP01",49990,590,11,0.0186440677966102
2016-06-27,"US1","LAP01",49980,400,7,0.0175
2016-06-28,"US1","LAP01",50000,610,11,0.0180327868852459
2016-06-29,"US1","LAP01",49940,530,10,0.0188679245283019
2016-06-30,"US1","LAP01",50010,390,7,0.0179487179487179
2016-07-01,"US1","LAP01",49920,660,12,0.0181818181818182
2016-07-02,"US1","LAP01",50010,270,5,0.0185185185185185
2016-07-03,"US1","LAP01",50020,600,11,0.0183333333333333
2016-07-04,"US1","LAP01",50030,550,10,0.0181818181818182
2016-07-05,"US1","LAP01",50010,500,9,0.018
2016-07-06,"US1","LAP01",49960,650,12,0.0184615384615385
2016-07-07,"US1","LAP01",49980,480,9,0.01875
2016-07-08,"US1","LAP01",50060,570,10,0.0175438596491228
2016-07-09,"US1","LAP01",50030,430,8,0.0186046511627907
2016-07-10,"US1","LAP01",50010,680,12,0.0176470588235294
2016-07-11,"US1","LAP01",49960,250,5,0.02
2016-07-12,"US1","LAP01",49960,560,10,0.0178571428571429
2016-07-13,"US1","LAP01",49930,590,11,0.0186440677966102
2016-07-14,"US1","LAP01",49950,540,10,0.0185185185185185
2016-07-15,"US1","LAP01",49880,460,8,0.0173913043478261
2016-07-16,"US1","LAP01",50040,440,8,0.0181818181818182
2016-07-17,"US1","LAP01",49940,420,8,0.019047619047619
2016-07-18,"US1","LAP01",50020,540,10,0.0185185185185185
2016-07-19,"US1","LAP01",49920,540,10,0.0185185185185185
2016-07-20,"US1","LAP01",50020,480,9,0.01875
2016-07-21,"US1","LAP01",49900,650,12,0.0184615384615385
2016-07-22,"US1","LAP01",50050,410,7,0.0170731707317073
2016-07-23,"US1","LAP01",50060,360,6,0.0166666666666667
2016-07-24,"US1","LAP01",49970,510,9,0.0176470588235294
2016-07-25,"US1","LAP01",49980,300,5,0.0166666666666667
2016-07-26,"US1","LAP01",50020,420,8,0.019047619047619
2016-07-27,"US1","LAP01",50070,550,10,0.0181818181818182
2016-07-28,"US1","LAP01",50030,370,7,0.0189189189189189
2016-07-29,"US1","LAP01",49940,620,11,0.017741935483871
2016-07-30,"US1","LAP01",50030,490,9,0.0183673469387755
2016-07-31,"US1","LAP01",50080,550,10,0.0181818181818182
2016-08-01,"US1","LAP01",49980,530,10,0.0188679245283019
2016-08-02,"US1","LAP01",49880,520,9,0.0173076923076923
2016-08-03,"US1","LAP01",50000,340,6,0.0176470588235294
2016-08-04,"US1","LAP01",49970,500,9,0.018
2016-08-05,"US1","LAP01",49970,430,8,0.0186046511627907
2016-08-06,"US1","LAP01",49860,530,10,0.0188679245283019
2016-08-07,"US1","LAP01",50020,570,10,0.0175438596491228
2016-08-08,"US1","LAP01",49990,530,10,0.0188679245283019
2016-08-09,"US1","LAP01",50000,530,10,0.0188679245283019
2016-08-10,"US1","LAP01",49950,580,10,0.0172413793103448
2016-08-11,"US1","LAP01",50080,590,11,0.0186440677966102
2016-08-12,"US1","LAP01",49960,530,10,0.0188679245283019
2016-08-13,"US1","LAP01",50010,430,8,0.0186046511627907
2016-08-14,"US1","LAP01",50060,540,10,0.0185185185185185
2016-08-15,"US1","LAP01",49950,380,7,0.0184210526315789
2016-08-16,"US1","LAP01",49940,520,9,0.0173076923076923
2016-08-17,"US1","LAP01",50000,600,11,0.0183333333333333
2016-08-18,"US1","LAP01",50010,400,7,0.0175
2016-08-19,"US1","LAP01",50030,650,12,0.0184615384615385
2016-08-20,"US1","LAP01",49960,600,11,0.0183333333333333
2016-08-21,"US1","LAP01",49930,660,12,0.0181818181818182
2016-08-22,"US1","LAP01",50010,460,8,0.0173913043478261
2016-08-23,"US1","LAP01",50030,450,8,0.0177777777777778
2016-08-24,"US1","LAP01",50000,610,11,0.0180327868852459
2016-08-25,"US1","LAP01",50020,630,11,0.0174603174603175
2016-08-26,"US1","LAP01",49970,340,6,0.0176470588235294
2016-08-27,"US1","LAP01",50000,510,9,0.0176470588235294
2016-08-28,"US1","LAP01",49970,670,12,0.017910447761194
2016-08-29,"US1","LAP01",49910,550,10,0.0181818181818182
2016-08-30,"US1","LAP01",50000,630,11,0.0174603174603175
2016-08-31,"US1","LAP01",50080,540,10,0.0185185185185185
2016-09-01,"US1","LAP01",50000,720,13,0.0180555555555556
2016-09-02,"US1","LAP01",49970,580,10,0.0172413793103448
2016-09-03,"US1","LAP01",49960,500,9,0.018
2016-09-04,"US1","LAP01",50060,550,10,0.0181818181818182
2016-09-05,"US1","LAP01",49910,460,8,0.0173913043478261
2016-09-06,"US1","LAP01",50000,500,9,0.018
2016-09-07,"US1","LAP01",49920,510,9,0.0176470588235294
2016-09-08,"US1","LAP01",49990,640,12,0.01875
2016-09-09,"US1","LAP01",49940,470,8,0.0170212765957447
2016-09-10,"US1","LAP01",50000,670,12,0.017910447761194
2016-09-11,"US1","LAP01",50000,540,10,0.0185185185185185
2016-09-12,"US1","LAP01",50030,500,9,0.018
2016-09-13,"US1","LAP01",49970,410,7,0.0170731707317073
2016-09-14,"US1","LAP01",50020,280,5,0.0178571428571429
2016-09-15,"US1","LAP01",49970,510,9,0.0176470588235294
2016-09-16,"US1","LAP01",49990,470,8,0.0170212765957447
2016-09-17,"US1","LAP01",49990,440,8,0.0181818181818182
2016-09-18,"US1","LAP01",50070,290,5,0.0172413793103448
2016-09-19,"US1","LAP01",50030,360,6,0.0166666666666667
2016-09-20,"US1","LAP01",50030,530,10,0.0188679245283019
2016-09-21,"US1","LAP01",49970,500,9,0.018
2016-09-22,"US1","LAP01",50090,560,10,0.0178571428571429
2016-09-23,"US1","LAP01",50030,350,6,0.0171428571428571
2016-09-24,"US1","LAP01",50050,490,9,0.0183673469387755
2016-09-25,"US1","LAP01",50020,490,9,0.0183673469387755
2016-09-26,"US1","LAP01",50110,520,9,0.0173076923076923
2016-09-27,"US1","LAP01",49930,520,9,0.0173076923076923
2016-09-28,"US1","LAP01",50030,630,11,0.0174603174603175
2016-09-29,"US1","LAP01",49990,460,8,0.0173913043478261
2016-09-30,"US1","LAP01",49940,320,6,0.01875
2016-10-01,"US1","LAP01",50020,330,6,0.0181818181818182
2016-10-02,"US1","LAP01",50010,510,9,0.0176470588235294
2016-10-03,"US1","LAP01",50080,650,12,0.0184615384615385
2016-10-04,"US1","LAP01",50030,440,8,0.0181818181818182
2016-10-05,"US1","LAP01",49940,660,12,0.0181818181818182
2016-10-06,"US1","LAP01",49970,530,10,0.0188679245283019
2016-10-07,"US1","LAP01",49990,470,8,0.0170212765957447
2016-10-08,"US1","LAP01",49960,460,8,0.0173913043478261
2016-10-09,"US1","LAP01",49910,430,8,0.0186046511627907
2016-10-10,"US1","LAP01",49980,420,8,0.019047619047619
2016-10-11,"US1","LAP01",50020,440,8,0.0181818181818182
2016-10-12,"US1","LAP01",49920,510,9,0.0176470588235294
2016-10-13,"US1","LAP01",50010,570,10,0.0175438596491228
2016-10-14,"US1","LAP01",49970,420,8,0.019047619047619
2016-10-15,"US1","LAP01",49950,480,9,0.01875
2016-10-16,"US1","LAP01",49900,680,12,0.0176470588235294
2016-10-17,"US1","LAP01",49960,530,10,0.0188679245283019
2016-10-18,"US1","LAP01",49930,570,10,0.0175438596491228
2016-10-19,"US1","LAP01",49980,460,8,0.0173913043478261
2016-10-20,"US1","LAP01",49990,470,8,0.0170212765957447
2016-10-21,"US1","LAP01",50020,660,12,0.0181818181818182
2016-10-22,"US1","LAP01",50020,480,9,0.01875
2016-10-23,"US1","LAP01",50040,550,10,0.0181818181818182
2016-10-24,"US1","LAP01",49970,520,9,0.0173076923076923
2016-10-25,"US1","LAP01",50000,470,8,0.0170212765957447
2016-10-26,"US1","LAP01",50040,420,8,0.019047619047619
2016-10-27,"US1","LAP01",50020,550,10,0.0181818181818182
2016-10-28,"US1","LAP01",50010,640,12,0.01875
2016-10-29,"US1","LAP01",50080,530,10,0.0188679245283019
2016-10-30,"US1","LAP01",50020,360,6,0.0166666666666667
2016-10-31,"US1","LAP01",50000,690,12,0.0173913043478261
2016-11-01,"US1","LAP01",49990,580,10,0.0172413793103448
2016-11-02,"US1","LAP01",49970,580,10,0.0172413793103448
2016-11-03,"US1","LAP01",50050,410,7,0.0170731707317073
2016-11-04,"US1","LAP01",50080,350,6,0.0171428571428571
2016-11-05,"US1","LAP01",50060,330,6,0.0181818181818182
2016-11-06,"US1","LAP01",49960,480,9,0.01875
2016-11-07,"US1","LAP01",50020,550,10,0.0181818181818182
2016-11-08,"US1","LAP01",50080,530,10,0.0188679245283019
2016-11-09,"US1","LAP01",50040,320,6,0.01875
2016-11-10,"US1","LAP01",49980,580,10,0.0172413793103448
2016-11-11,"US1","LAP01",50000,430,8,0.0186046511627907
2016-11-12,"US1","LAP01",49970,570,10,0.0175438596491228
2016-11-13,"US1","LAP01",49930,440,8,0.0181818181818182
2016-11-14,"US1","LAP01",49920,530,10,0.0188679245283019
2016-11-15,"US1","LAP01",50010,500,9,0.018
2016-11-16,"US1","LAP01",50010,600,11,0.0183333333333333
2016-11-17,"US1","LAP01",49970,520,9,0.0173076923076923
2016-11-18,"US1","LAP01",50020,390,7,0.0179487179487179
2016-11-19,"US1","LAP01",49950,490,9,0.0183673469387755
2016-11-20,"US1","LAP01",49960,470,8,0.0170212765957447
2016-11-21,"US1","LAP01",49990,380,7,0.0184210526315789
2016-11-22,"US1","LAP01",50030,510,9,0.0176470588235294
2016-11-23,"US1","LAP01",50070,470,8,0.0170212765957447
2016-11-24,"US1","LAP01",49910,640,12,0.01875
2016-11-25,"US1","LAP01",50080,490,9,0.0183673469387755
2016-11-26,"US1","LAP01",50000,520,9,0.0173076923076923
2016-11-27,"US1","LAP01",49990,650,12,0.0184615384615385
2016-11-28,"US1","LAP01",50050,470,8,0.0170212765957447
2016-11-29,"US1","LAP01",50060,570,10,0.0175438596491228
2016-11-30,"US1","LAP01",50080,480,9,0.01875
2016-12-01,"US1","LAP01",50040,400,7,0.0175
2016-12-02,"US1","LAP01",49980,470,8,0.0170212765957447
2016-12-03,"US1","LAP01",49960,460,8,0.0173913043478261
2016-12-04,"US1","LAP01",50030,530,10,0.0188679245283019
2016-12-05,"US1","LAP01",49970,600,11,0.0183333333333333
2016-12-06,"US1","LAP01",49960,450,8,0.0177777777777778
2016-12-07,"US1","LAP01",50040,370,7,0.0189189189189189
2016-12-08,"US1","LAP01",49990,380,7,0.0184210526315789
2016-12-09,"US1","LAP01",50010,310,6,0.0193548387096774
2016-12-10,"US1","LAP01",49880,320,6,0.01875
2016-12-11,"US1","LAP01",50010,570,10,0.0175438596491228
2016-12-12,"US1","LAP01",50040,460,8,0.0173913043478261
2016-12-13,"US1","LAP01",49920,390,7,0.0179487179487179
2016-12-14,"US1","LAP01",49970,530,10,0.0188679245283019
2016-12-15,"US1","LAP01",49990,620,11,0.017741935483871
2016-12-16,"US1","LAP01",50070,340,6,0.0176470588235294
2016-12-17,"US1","LAP01",49980,420,8,0.019047619047619
2016-12-18,"US1","LAP01",49960,550,10,0.0181818181818182
2016-12-19,"US1","LAP01",50070,520,9,0.0173076923076923
2016-12-20,"US1","LAP01",50020,480,9,0.01875
2016-12-21,"US1","LAP01",50050,450,8,0.0177777777777778
2016-12-22,"US1","LAP01",49930,500,9,0.018
2016-12-23,"US1","LAP01",49920,580,10,0.0172413793103448
2016-12-24,"US1","LAP01",50010,510,9,0.0176470588235294
2016-12-25,"US1","LAP01",50020,380,7,0.0184210526315789
2016-12-26,"US1","LAP01",50010,570,10,0.0175438596491228
2016-12-27,"US1","LAP01",49970,360,6,0.0166666666666667
2016-12-28,"US1","LAP01",49940,470,8,0.0170212765957447
2016-12-29,"US1","LAP01",50020,440,8,0.0181818181818182
2016-12-30,"US1","LAP01",49880,280,5,0.0178571428571429
2016-12-31,"US1","LAP01",49980,380,7,0.0184210526315789
2017-01-01,"US1","LAP01",50050,380,7,0.0184210526315789
2017-01-02,"US1","LAP01",49980,660,12,0.0181818181818182
2017-01-03,"US1","LAP01",49930,640,12,0.01875
2017-01-04,"US1","LAP01",49940,450,8,0.0177777777777778
2017-01-05,"US1","LAP01",49940,500,9,0.018
2017-01-06,"US1","LAP01",49920,480,9,0.01875
2017-01-07,"US1","LAP01",49880,560,10,0.0178571428571429
2017-01-08,"US1","LAP01",50030,590,11,0.0186440677966102
2017-01-09,"US1","LAP01",50000,550,10,0.0181818181818182
2017-01-10,"US1","LAP01",50020,470,8,0.0170212765957447
2017-01-11,"US1","LAP01",49930,370,7,0.0189189189189189
2017-01-12,"US1","LAP01",50000,640,12,0.01875
2017-01-13,"US1","LAP01",50010,510,9,0.0176470588235294
2017-01-14,"US1","LAP01",49990,440,8,0.0181818181818182
2017-01-15,"US1","LAP01",50000,510,9,0.0176470588235294
2017-01-16,"US1","LAP01",50030,710,13,0.0183098591549296
2017-01-17,"US1","LAP01",50030,440,8,0.0181818181818182
2017-01-18,"US1","LAP01",49970,520,9,0.0173076923076923
2017-01-19,"US1","LAP01",49970,600,11,0.0183333333333333
2017-01-20,"US1","LAP01",50020,460,8,0.0173913043478261
2017-01-21,"US1","LAP01",50100,590,11,0.0186440677966102
2017-01-22,"US1","LAP01",50080,600,11,0.0183333333333333
2017-01-23,"US1","LAP01",50010,550,10,0.0181818181818182
2017-01-24,"US1","LAP01",49890,520,9,0.0173076923076923
2017-01-25,"US1","LAP01",50010,550,10,0.0181818181818182
2017-01-26,"US1","LAP01",50060,460,8,0.0173913043478261
2017-01-27,"US1","LAP01",49960,490,9,0.0183673469387755
2017-01-28,"US1","LAP01",50080,770,14,0.0181818181818182
2017-01-29,"US1","LAP01",49920,530,10,0.0188679245283019
2017-01-30,"US1","LAP01",49890,590,11,0.0186440677966102
2017-01-31,"US1","LAP01",49920,520,9,0.0173076923076923
2017-02-01,"US1","LAP01",49930,280,5,0.0178571428571429
2017-02-02,"US1","LAP01",50050,590,11,0.0186440677966102
2017-02-03,"US1","LAP01",50100,520,9,0.0173076923076923
2017-02-04,"US1","LAP01",49950,420,8,0.019047619047619
2017-02-05,"US1","LAP01",49960,580,10,0.0172413793103448
2017-02-06,"US1","LAP01",50020,410,7,0.0170731707317073
2017-02-07,"US1","LAP01",49960,410,7,0.0170731707317073
2017-02-08,"US1","LAP01",50000,420,8,0.019047619047619
2017-02-09,"US1","LAP01",50020,510,9,0.0176470588235294
2017-02-10,"US1","LAP01",50050,510,9,0.0176470588235294
2017-02-11,"US1","LAP01",49950,400,7,0.0175
2017-02-12,"US1","LAP01",50090,570,10,0.0175438596491228
2017-02-13,"US1","LAP01",50030,540,10,0.0185185185185185
2017-02-14,"US1","LAP01",50080,630,11,0.0174603174603175
2017-02-15,"US1","LAP01",49920,620,11,0.017741935483871
2017-02-16,"US1","LAP01",49980,540,10,0.0185185185185185
2017-02-17,"US1","LAP01",50100,230,4,0.0173913043478261
2017-02-18,"US1","LAP01",50050,630,11,0.0174603174603175
2017-02-19,"US1","LAP01",50040,450,8,0.0177777777777778
2017-02-20,"US1","LAP01",50020,580,10,0.0172413793103448
2017-02-21,"US1","LAP01",50130,480,9,0.01875
2017-02-22,"US1","LAP01",49980,670,12,0.017910447761194
2017-02-23,"US1","LAP01",50110,420,8,0.019047619047619
2017-02-24,"US1","LAP01",49980,540,10,0.0185185185185185
2017-02-25,"US1","LAP01",49990,520,9,0.0173076923076923
2017-02-26,"US1","LAP01",49980,550,10,0.0181818181818182
2017-02-27,"US1","LAP01",49990,630,11,0.0174603174603175
2017-02-28,"US1","LAP01",50020,420,8,0.019047619047619
2017-03-01,"US1","LAP01",50040,280,5,0.0178571428571429
2017-03-02,"US1","LAP01",49960,600,11,0.0183333333333333
2017-03-03,"US1","LAP01",49990,600,11,0.0183333333333333
2017-03-04,"US1","LAP01",49940,470,8,0.0170212765957447
2017-03-05,"US1","LAP01",50070,550,10,0.0181818181818182
2017-03-06,"US1","LAP01",50020,480,9,0.01875
2017-03-07,"US1","LAP01",50100,510,9,0.0176470588235294
2017-03-08,"US1","LAP01",50010,680,12,0.0176470588235294
2017-03-09,"US1","LAP01",50040,360,6,0.0166666666666667
2017-03-10,"US1","LAP01",50040,350,6,0.0171428571428571
2017-03-11,"US1","LAP01",49940,580,10,0.0172413793103448
2017-03-12,"US1","LAP01",50070,570,10,0.0175438596491228
2017-03-13,"US1","LAP01",49920,480,9,0.01875
2017-03-14,"US1","LAP01",50020,410,7,0.0170731707317073
2017-03-15,"US1","LAP01",49920,500,9,0.018
2017-03-16,"US1","LAP01",50030,540,10,0.0185185185185185
2017-03-17,"US1","LAP01",49910,510,9,0.0176470588235294
